WOSID,DATE,TITLE,LASTNAME,FIRSTNAME,JOURNAL,EMAILADDRESS,PUBLISHER,SUBJECT,WC,AUTHOR_KEYWORDS,INSTITUTE,CO-AUTHORS
WOS:A1968C047400017,1968,Formation Of First Cleavage Furrow In A Telolecithal Egg (Loligo Pealii,ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,[]
WOS:A19656757300005,1965,Inductive Role Of Yolk Epithelium In Development Of Squid Loligo Pealii (Lesueur),ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,[]
WOS:A19656185900002,1965,Normal Embryonic Stages Of Squid Loligo Pealii ( Lesueur ),ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,[]
WOS:A1968C235300193,1968,Mechanism Of Cleavage Furrow Formation In Squid Egg Loligo Pealii,ARNOLD,JM,AMERICAN ZOOLOGIST,[],AMER SOC ZOOLOGISTS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],,"[(u'HENRICKSJH', '')]"
WOS:A1968C235300193,1968,Mechanism Of Cleavage Furrow Formation In Squid Egg Loligo Pealii,HENRICKSJH,,AMERICAN ZOOLOGIST,[],AMER SOC ZOOLOGISTS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],,"[(u'ARNOLD', u'JM')]"
WOS:A1988N184500004,1988,Origins Of Mosaic Development - Zygote Surface Differentiation During Meiosis In The Polyclad Flatworm Hoploplana,ARNOLD,JM,INTERNATIONAL JOURNAL OF INVERTEBRATE REPRODUCTION AND DEVELOPMENT,[],INT SCIENCE SERVICES/BALABAN PUBLISHERS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"[u'MARINE BIOL LAB, WOODS HOLE, MA 02543 USA.', u'UNIV HAWAII, PACIFIC BIOMED RES CTR, HONOLULU, HI 96822 USA.']","[(u'BOYER', u'BC'), (u'LANDOLFA', u'M')]"
WOS:A1988N184500004,1988,Origins Of Mosaic Development - Zygote Surface Differentiation During Meiosis In The Polyclad Flatworm Hoploplana,BOYER,BC,INTERNATIONAL JOURNAL OF INVERTEBRATE REPRODUCTION AND DEVELOPMENT,[],INT SCIENCE SERVICES/BALABAN PUBLISHERS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"[u'MARINE BIOL LAB, WOODS HOLE, MA 02543 USA.', u'UNIV HAWAII, PACIFIC BIOMED RES CTR, HONOLULU, HI 96822 USA.']","[(u'ARNOLD', u'JM'), (u'LANDOLFA', u'M')]"
WOS:A1988N184500004,1988,Origins Of Mosaic Development - Zygote Surface Differentiation During Meiosis In The Polyclad Flatworm Hoploplana,LANDOLFA,M,INTERNATIONAL JOURNAL OF INVERTEBRATE REPRODUCTION AND DEVELOPMENT,[],INT SCIENCE SERVICES/BALABAN PUBLISHERS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"[u'MARINE BIOL LAB, WOODS HOLE, MA 02543 USA.', u'UNIV HAWAII, PACIFIC BIOMED RES CTR, HONOLULU, HI 96822 USA.']","[(u'ARNOLD', u'JM'), (u'BOYER', u'BC')]"
WOS:000086162100003,1999,"Organization And Function Of The Midgut Glands Of Nautilus Pompilius L. And Nautilus Macromphalus Sow. (Cephalopoda, Tetrabranchiata)",ARNOLD,JM,ZOOLOGY-ANALYSIS OF COMPLEX SYSTEMS,[],GUSTAV FISCHER VERLAG,[u'ZOOLOGY'],[u'ZOOLOGY'],[u'SEPIA-OFFICINALIS DIGESTIVE GLAND ORGANS ACID'],"[u'Univ Giessen, Inst Allgemeine & Spezielle Zool, D-35390 Giessen, Germany.', u'Univ Hawaii Manoa, Pacific Biomed Res Ctr, Honolulu, HI 96822 USA.']","[(u'RUTH', u'P'), (u'SCHIPP', u'R')]"
WOS:000086162100003,1999,"Organization And Function Of The Midgut Glands Of Nautilus Pompilius L. And Nautilus Macromphalus Sow. (Cephalopoda, Tetrabranchiata)",RUTH,P,ZOOLOGY-ANALYSIS OF COMPLEX SYSTEMS,[],GUSTAV FISCHER VERLAG,[u'ZOOLOGY'],[u'ZOOLOGY'],[u'SEPIA-OFFICINALIS DIGESTIVE GLAND ORGANS ACID'],"[u'Univ Giessen, Inst Allgemeine & Spezielle Zool, D-35390 Giessen, Germany.', u'Univ Hawaii Manoa, Pacific Biomed Res Ctr, Honolulu, HI 96822 USA.']","[(u'ARNOLD', u'JM'), (u'SCHIPP', u'R')]"
WOS:000086162100003,1999,"Organization And Function Of The Midgut Glands Of Nautilus Pompilius L. And Nautilus Macromphalus Sow. (Cephalopoda, Tetrabranchiata)",SCHIPP,R,ZOOLOGY-ANALYSIS OF COMPLEX SYSTEMS,[],GUSTAV FISCHER VERLAG,[u'ZOOLOGY'],[u'ZOOLOGY'],[u'SEPIA-OFFICINALIS DIGESTIVE GLAND ORGANS ACID'],"[u'Univ Giessen, Inst Allgemeine & Spezielle Zool, D-35390 Giessen, Germany.', u'Univ Hawaii Manoa, Pacific Biomed Res Ctr, Honolulu, HI 96822 USA.']","[(u'ARNOLD', u'JM'), (u'RUTH', u'P')]"
WOS:A1974U027500032,1974,Nonkinetochore Association Of Chromatin And Microtubules - Preliminary Note,ARNOLD,JM,JOURNAL OF CELL BIOLOGY,[],ROCKEFELLER UNIV PRESS,[u'CELL BIOLOGY'],[u'CELL BIOLOGY'],[],"[u'MARINE BIOL LAB,WOODS HOLE,MA 02543.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,KEWALO LAB,HONOLULU,HI 96822.']","[(u'BERGSTROBH', '')]"
WOS:A1974U027500032,1974,Nonkinetochore Association Of Chromatin And Microtubules - Preliminary Note,BERGSTROBH,,JOURNAL OF CELL BIOLOGY,[],ROCKEFELLER UNIV PRESS,[u'CELL BIOLOGY'],[u'CELL BIOLOGY'],[],"[u'MARINE BIOL LAB,WOODS HOLE,MA 02543.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,KEWALO LAB,HONOLULU,HI 96822.']","[(u'ARNOLD', u'JM')]"
WOS:A1967A599400009,1967,Organellogensis Of Cephalopod Iridophore - Cytomembranes In Development,ARNOLD,JM,JOURNAL OF ULTRASTRUCTURE RESEARCH,[],ACADEMIC PRESS INC,[u'SCIENCE & TECHNOLOGY - OTHER TOPICS'],[u'MULTIDISCIPLINARY SCIENCES'],[],,[]
WOS:A19627195A00001,1962,Mating Behavior And Social Structure In Loligo Pealii,ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,[]
WOS:A1982PC17700014,1982,"The Functional-Morphology Of A Ventral Photophore From The Mesopelagic Squid, Abralia-Trigonura",YOUNG,RE,MALACOLOGIA,[],INST MALACOL,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96813.","[(u'ARNOLD', u'JM')]"
WOS:A1982PC17700014,1982,"The Functional-Morphology Of A Ventral Photophore From The Mesopelagic Squid, Abralia-Trigonura",ARNOLD,JM,MALACOLOGIA,[],INST MALACOL,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96813.","[(u'YOUNG', u'RE')]"
WOS:A1969D252000015,1969,Cleavage Furrow Formation In A Telolecithal Egg (Loligo Pealii) .I. Filaments In Early Furrow Formation,ARNOLD,JM,JOURNAL OF CELL BIOLOGY,[],ROCKEFELLER UNIV PRESS,[u'CELL BIOLOGY'],[u'CELL BIOLOGY'],[],,[]
WOS:A1968B731100005,1968,Role Of Egg Cortex In Cephalopod Development,ARNOLD,JM,DEVELOPMENTAL BIOLOGY,[],ACADEMIC PRESS INC,[u'DEVELOPMENTAL BIOLOGY'],[u'DEVELOPMENTAL BIOLOGY'],[],,[]
WOS:A1978EZ59800010,1978,Spermiogenesis In Nautilus-Pompilius .2. Sertoli Cell Spermatid Junctional Complexes,ARNOLD,JM,ANATOMICAL RECORD,[],WILEY-LISS,[u'ANATOMY & MORPHOLOGY'],[u'ANATOMY & MORPHOLOGY'],[],,[]
WOS:A1978FT67100014,1978,Preliminary Studies On Closure Of Optic Vesicle Of Loligo-Pealei Embryos,WILLIAMSARNOLD,LD,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'ARNOLD', u'JM')]"
WOS:A1978FT67100014,1978,Preliminary Studies On Closure Of Optic Vesicle Of Loligo-Pealei Embryos,ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'WILLIAMSARNOLD', u'LD')]"
WOS:A1991GP15200041,1991,Kcl-Induced Calcium Rise In Squid Eggs - Measurement Of Fura-2 Fluorescence,WU,LY,BIOLOGICAL BULLETIN,[],MARINE BIOL LAB,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'MILLER', u'AL'), (u'ARNOLD', u'JM'), (u'JAFFE', u'LF'), (u'WANG', u'R')]"
WOS:A1991GP15200041,1991,Kcl-Induced Calcium Rise In Squid Eggs - Measurement Of Fura-2 Fluorescence,MILLER,AL,BIOLOGICAL BULLETIN,[],MARINE BIOL LAB,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'WU', u'LY'), (u'ARNOLD', u'JM'), (u'JAFFE', u'LF'), (u'WANG', u'R')]"
WOS:A1991GP15200041,1991,Kcl-Induced Calcium Rise In Squid Eggs - Measurement Of Fura-2 Fluorescence,ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOL LAB,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'WU', u'LY'), (u'MILLER', u'AL'), (u'JAFFE', u'LF'), (u'WANG', u'R')]"
WOS:A1991GP15200041,1991,Kcl-Induced Calcium Rise In Squid Eggs - Measurement Of Fura-2 Fluorescence,JAFFE,LF,BIOLOGICAL BULLETIN,[],MARINE BIOL LAB,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'WU', u'LY'), (u'MILLER', u'AL'), (u'ARNOLD', u'JM'), (u'WANG', u'R')]"
WOS:A1991GP15200041,1991,Kcl-Induced Calcium Rise In Squid Eggs - Measurement Of Fura-2 Fluorescence,WANG,R,BIOLOGICAL BULLETIN,[],MARINE BIOL LAB,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,"[(u'WU', u'LY'), (u'MILLER', u'AL'), (u'ARNOLD', u'JM'), (u'JAFFE', u'LF')]"
WOS:A1986A581700030,1986,Living Nautilus Embryos - Preliminary-Observations,CARLSON,BA,SCIENCE,[],AMER ASSOC ADVANCEMENT SCIENCE,[u'SCIENCE & TECHNOLOGY - OTHER TOPICS'],[u'MULTIDISCIPLINARY SCIENCES'],[],"WAIKIKI AQUARIUM,HONOLULU,HI 96815.","[(u'ARNOLD', u'JM')]"
WOS:A1986A581700030,1986,Living Nautilus Embryos - Preliminary-Observations,ARNOLD,JM,SCIENCE,[],AMER ASSOC ADVANCEMENT SCIENCE,[u'SCIENCE & TECHNOLOGY - OTHER TOPICS'],[u'MULTIDISCIPLINARY SCIENCES'],[],"WAIKIKI AQUARIUM,HONOLULU,HI 96815.","[(u'CARLSON', u'BA')]"
WOS:A1994NG31100005,1994,Early-Life History Of Nautilus - Evidence From Isotopic Analyses Of Aquarium-Reared Specimens,LANDMAN,NH,PALEOBIOLOGY,[],PALEONTOLOGICAL SOC INC,"[u'BIODIVERSITY & CONSERVATION', u'ENVIRONMENTAL SCIENCES & ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'BIODIVERSITY CONSERVATION', u'ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'POMPILIUS', u'OXYGEN', u'HABITAT', u'PALAU']","[u'SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794.', u'YALE UNIV,DEPT GEOL & GEOPHYS,NEW HAVEN,CT 06511.', u'UNIV TOKYO,INST GEOL,TOKYO 113,JAPAN.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96822.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'ARNOLD', u'JM'), (u'RYE', u'DM'), (u'TANABE', u'K'), (u'COCHRAN', u'JK')]"
WOS:A1994NG31100005,1994,Early-Life History Of Nautilus - Evidence From Isotopic Analyses Of Aquarium-Reared Specimens,ARNOLD,JM,PALEOBIOLOGY,[],PALEONTOLOGICAL SOC INC,"[u'BIODIVERSITY & CONSERVATION', u'ENVIRONMENTAL SCIENCES & ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'BIODIVERSITY CONSERVATION', u'ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'POMPILIUS', u'OXYGEN', u'HABITAT', u'PALAU']","[u'SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794.', u'YALE UNIV,DEPT GEOL & GEOPHYS,NEW HAVEN,CT 06511.', u'UNIV TOKYO,INST GEOL,TOKYO 113,JAPAN.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96822.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'LANDMAN', u'NH'), (u'RYE', u'DM'), (u'TANABE', u'K'), (u'COCHRAN', u'JK')]"
WOS:A1994NG31100005,1994,Early-Life History Of Nautilus - Evidence From Isotopic Analyses Of Aquarium-Reared Specimens,RYE,DM,PALEOBIOLOGY,[],PALEONTOLOGICAL SOC INC,"[u'BIODIVERSITY & CONSERVATION', u'ENVIRONMENTAL SCIENCES & ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'BIODIVERSITY CONSERVATION', u'ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'POMPILIUS', u'OXYGEN', u'HABITAT', u'PALAU']","[u'SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794.', u'YALE UNIV,DEPT GEOL & GEOPHYS,NEW HAVEN,CT 06511.', u'UNIV TOKYO,INST GEOL,TOKYO 113,JAPAN.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96822.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'LANDMAN', u'NH'), (u'ARNOLD', u'JM'), (u'TANABE', u'K'), (u'COCHRAN', u'JK')]"
WOS:A1994NG31100005,1994,Early-Life History Of Nautilus - Evidence From Isotopic Analyses Of Aquarium-Reared Specimens,TANABE,K,PALEOBIOLOGY,[],PALEONTOLOGICAL SOC INC,"[u'BIODIVERSITY & CONSERVATION', u'ENVIRONMENTAL SCIENCES & ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'BIODIVERSITY CONSERVATION', u'ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'POMPILIUS', u'OXYGEN', u'HABITAT', u'PALAU']","[u'SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794.', u'YALE UNIV,DEPT GEOL & GEOPHYS,NEW HAVEN,CT 06511.', u'UNIV TOKYO,INST GEOL,TOKYO 113,JAPAN.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96822.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'LANDMAN', u'NH'), (u'ARNOLD', u'JM'), (u'RYE', u'DM'), (u'COCHRAN', u'JK')]"
WOS:A1994NG31100005,1994,Early-Life History Of Nautilus - Evidence From Isotopic Analyses Of Aquarium-Reared Specimens,COCHRAN,JK,PALEOBIOLOGY,[],PALEONTOLOGICAL SOC INC,"[u'BIODIVERSITY & CONSERVATION', u'ENVIRONMENTAL SCIENCES & ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'BIODIVERSITY CONSERVATION', u'ECOLOGY', u'EVOLUTIONARY BIOLOGY', u'PALEONTOLOGY']","[u'POMPILIUS', u'OXYGEN', u'HABITAT', u'PALAU']","[u'SUNY STONY BROOK,MARINE SCI RES CTR,STONY BROOK,NY 11794.', u'YALE UNIV,DEPT GEOL & GEOPHYS,NEW HAVEN,CT 06511.', u'UNIV TOKYO,INST GEOL,TOKYO 113,JAPAN.', u'UNIV HAWAII,PACIFIC BIOMED RES CTR,HONOLULU,HI 96822.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'LANDMAN', u'NH'), (u'ARNOLD', u'JM'), (u'RYE', u'DM'), (u'TANABE', u'K')]"
WOS:A1985AFJ4100006,1985,"Shell Growth, Trauma, And Repair As An Indicator Of Life-History For Nautilus",ARNOLD,JM,VELIGER,[],CALIF MALACOZOOLOGICAL SOC INC,"[u'MARINE & FRESHWATER BIOLOGY', u'ZOOLOGY']","[u'MARINE & FRESHWATER BIOLOGY', u'ZOOLOGY']",[],,[]
WOS:A1977DZ44100003,1977,Stratification Methods In Numerical-Analysis Of Optical-Waveguide Transmission Parameters,ARNOLD,JM,ELECTRONICS LETTERS,[],IEE-INST ELEC ENG,[u'ENGINEERING'],"[u'ENGINEERING, ELECTRICAL & ELECTRONIC']",[],"UNIV LONDON,QUEEN MARY COLL,DEPT ELECT ENGN,LONDON E1 4NS,ENGLAND.",[]
WOS:A1974S192500001,1974,Cortical-Nuclear Interactions In Cephalopod Development - Cytochalasin B Effects On Informational Pattern In Cell-Surface,ARNOLD,JM,JOURNAL OF EMBRYOLOGY AND EXPERIMENTAL MORPHOLOGY,[],COMPANY OF BIOLOGISTS LTD,"[u'ANATOMY & MORPHOLOGY', u'DEVELOPMENTAL BIOLOGY']","[u'ANATOMY & MORPHOLOGY', u'DEVELOPMENTAL BIOLOGY']",[],"[u'UNIV HAWAII,BIOMED RES CTR,KEWALO LAB,41 ANUI ST,HONOLULU,HI 96813.', u'MARINE BIOL LAB,WOODS HOLE,MA.']","[(u'WILLIAMSLD', '')]"
WOS:A1974S192500001,1974,Cortical-Nuclear Interactions In Cephalopod Development - Cytochalasin B Effects On Informational Pattern In Cell-Surface,WILLIAMSLD,,JOURNAL OF EMBRYOLOGY AND EXPERIMENTAL MORPHOLOGY,[],COMPANY OF BIOLOGISTS LTD,"[u'ANATOMY & MORPHOLOGY', u'DEVELOPMENTAL BIOLOGY']","[u'ANATOMY & MORPHOLOGY', u'DEVELOPMENTAL BIOLOGY']",[],"[u'UNIV HAWAII,BIOMED RES CTR,KEWALO LAB,41 ANUI ST,HONOLULU,HI 96813.', u'MARINE BIOL LAB,WOODS HOLE,MA.']","[(u'ARNOLD', u'JM')]"
WOS:A1982QN98300001,1982,Cephalopod Expedition Of The Alpha-Helix - Foreword,ARNOLD,JM,PACIFIC SCIENCE,[],UNIV HAWAII PRESS,"[u'MARINE & FRESHWATER BIOLOGY', u'ZOOLOGY']","[u'MARINE & FRESHWATER BIOLOGY', u'ZOOLOGY']",[],,[]
WOS:A1984TS27100003,1984,Closure Of The Squid Cornea - A Muscular Basis For Embryonic Tissue Movement,ARNOLD,JM,JOURNAL OF EXPERIMENTAL ZOOLOGY,[],WILEY-LISS,[u'ZOOLOGY'],[u'ZOOLOGY'],[],"MARINE BIOL LAB,WOODS HOLE,MA 02543.",[]
WOS:A1968C047400026,1968,An Analysis Of Cleavage Furrow Formation In Egg Of Loligo Pealii,ARNOLD,JM,BIOLOGICAL BULLETIN,[],MARINE BIOLOGICAL LABORATORY,"[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS', u'MARINE & FRESHWATER BIOLOGY']","[u'BIOLOGY', u'MARINE & FRESHWATER BIOLOGY']",[],,[]
WOS:A1978FJ21600014,1978,Fusion Of Tissue Masses In Embryogenesis - Scanning Electron-Microscope And Transmission Electron-Microscope Study Of Funnel Development In Squid Loligo-Pealei,WILLIAMSARNOLD,LD,DEVELOPMENTAL BIOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'DEVELOPMENTAL BIOLOGY'],[u'DEVELOPMENTAL BIOLOGY'],[],"[u'PETERS RES INC,WOODS HOLE,MA 02543.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'ARNOLD', u'JM'), (u'PETERS', u'V')]"
WOS:A1978FJ21600014,1978,Fusion Of Tissue Masses In Embryogenesis - Scanning Electron-Microscope And Transmission Electron-Microscope Study Of Funnel Development In Squid Loligo-Pealei,ARNOLD,JM,DEVELOPMENTAL BIOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'DEVELOPMENTAL BIOLOGY'],[u'DEVELOPMENTAL BIOLOGY'],[],"[u'PETERS RES INC,WOODS HOLE,MA 02543.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'WILLIAMSARNOLD', u'LD'), (u'PETERS', u'V')]"
WOS:A1978FJ21600014,1978,Fusion Of Tissue Masses In Embryogenesis - Scanning Electron-Microscope And Transmission Electron-Microscope Study Of Funnel Development In Squid Loligo-Pealei,PETERS,V,DEVELOPMENTAL BIOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'DEVELOPMENTAL BIOLOGY'],[u'DEVELOPMENTAL BIOLOGY'],[],"[u'PETERS RES INC,WOODS HOLE,MA 02543.', u'MARINE BIOL LAB,WOODS HOLE,MA 02543.']","[(u'WILLIAMSARNOLD', u'LD'), (u'ARNOLD', u'JM')]"
