WOSID,DATE,TITLE,LASTNAME,FIRSTNAME,JOURNAL,EMAILADDRESS,PUBLISHER,SUBJECT,WC,AUTHOR_KEYWORDS,INSTITUTE,CO-AUTHORS
WOS:A1980JM65000008,1980,Trypanosoma-Cruzi - Ability Of T-Cell-Enriched And T-Cell-Depleted Lymphocyte Populations To Passively Protect Mice,TRISCHMANN,TM,EXPERIMENTAL PARASITOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'PARASITOLOGY'],[u'PARASITOLOGY'],[],"YESHIVA UNIV ALBERT EINSTEIN COLL MED,DEPT MICROBIOL & IMMUNOL,BRONX,NY 10461.","[(u'BLOOM', u'BR')]"
WOS:A1980JM65000008,1980,Trypanosoma-Cruzi - Ability Of T-Cell-Enriched And T-Cell-Depleted Lymphocyte Populations To Passively Protect Mice,BLOOM,BR,EXPERIMENTAL PARASITOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'PARASITOLOGY'],[u'PARASITOLOGY'],[],"YESHIVA UNIV ALBERT EINSTEIN COLL MED,DEPT MICROBIOL & IMMUNOL,BRONX,NY 10461.","[(u'TRISCHMANN', u'TM')]"
WOS:A1975V711004253,1975,Comparison Of Heavy-Chain Variable Regions Of Different Anti-Dinitrophenyl (Dnp) Antibodies Raised In Inbred Guinea-Pigs,TRISCHMANN,TM,FEDERATION PROCEEDINGS,[],FEDERATION AMER SOC EXP BIOL,[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS'],[u'BIOLOGY'],[],"JOHNS HOPKINS UNIV,BALTIMORE,MD 21218.","[(u'CEBRA', u'JJ'), (u'DUGAN', u'ES')]"
WOS:A1975V711004253,1975,Comparison Of Heavy-Chain Variable Regions Of Different Anti-Dinitrophenyl (Dnp) Antibodies Raised In Inbred Guinea-Pigs,CEBRA,JJ,FEDERATION PROCEEDINGS,[],FEDERATION AMER SOC EXP BIOL,[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS'],[u'BIOLOGY'],[],"JOHNS HOPKINS UNIV,BALTIMORE,MD 21218.","[(u'TRISCHMANN', u'TM'), (u'DUGAN', u'ES')]"
WOS:A1975V711004253,1975,Comparison Of Heavy-Chain Variable Regions Of Different Anti-Dinitrophenyl (Dnp) Antibodies Raised In Inbred Guinea-Pigs,DUGAN,ES,FEDERATION PROCEEDINGS,[],FEDERATION AMER SOC EXP BIOL,[u'LIFE SCIENCES & BIOMEDICINE - OTHER TOPICS'],[u'BIOLOGY'],[],"JOHNS HOPKINS UNIV,BALTIMORE,MD 21218.","[(u'TRISCHMANN', u'TM'), (u'CEBRA', u'JJ')]"
WOS:A1991FQ31000353,1991,Human Cord Blood Is A Rich Source Of Cd34+/Cd38- Candidate Hematopoietic Stem-Cells,AMIN,S,EXPERIMENTAL HEMATOLOGY,[],CARDEN JENNINGS PUBL CO LTD,[u'HEMATOLOGY RESEARCH & EXPERIMENTAL MEDICINE'],"[u'HEMATOLOGY MEDICINE, RESEARCH & EXPERIMENTAL']",[],"JOHNS HOPKINS UNIV HOSP,CTR ONCOL,BALTIMORE,MD 21205.","[(u'HEBB', u'JB'), (u'TRISCHMANN', u'TM'), (u'CIVIN', u'CI')]"
WOS:A1991FQ31000353,1991,Human Cord Blood Is A Rich Source Of Cd34+/Cd38- Candidate Hematopoietic Stem-Cells,HEBB,JB,EXPERIMENTAL HEMATOLOGY,[],CARDEN JENNINGS PUBL CO LTD,[u'HEMATOLOGY RESEARCH & EXPERIMENTAL MEDICINE'],"[u'HEMATOLOGY MEDICINE, RESEARCH & EXPERIMENTAL']",[],"JOHNS HOPKINS UNIV HOSP,CTR ONCOL,BALTIMORE,MD 21205.","[(u'AMIN', u'S'), (u'TRISCHMANN', u'TM'), (u'CIVIN', u'CI')]"
WOS:A1991FQ31000353,1991,Human Cord Blood Is A Rich Source Of Cd34+/Cd38- Candidate Hematopoietic Stem-Cells,TRISCHMANN,TM,EXPERIMENTAL HEMATOLOGY,[],CARDEN JENNINGS PUBL CO LTD,[u'HEMATOLOGY RESEARCH & EXPERIMENTAL MEDICINE'],"[u'HEMATOLOGY MEDICINE, RESEARCH & EXPERIMENTAL']",[],"JOHNS HOPKINS UNIV HOSP,CTR ONCOL,BALTIMORE,MD 21205.","[(u'AMIN', u'S'), (u'HEBB', u'JB'), (u'CIVIN', u'CI')]"
WOS:A1991FQ31000353,1991,Human Cord Blood Is A Rich Source Of Cd34+/Cd38- Candidate Hematopoietic Stem-Cells,CIVIN,CI,EXPERIMENTAL HEMATOLOGY,[],CARDEN JENNINGS PUBL CO LTD,[u'HEMATOLOGY RESEARCH & EXPERIMENTAL MEDICINE'],"[u'HEMATOLOGY MEDICINE, RESEARCH & EXPERIMENTAL']",[],"JOHNS HOPKINS UNIV HOSP,CTR ONCOL,BALTIMORE,MD 21205.","[(u'AMIN', u'S'), (u'HEBB', u'JB'), (u'TRISCHMANN', u'TM')]"
WOS:A1984TU23400008,1984,Role Of Cellular-Immunity In Protection Against Trypanosoma-Cruzi In Mice,TRISCHMANN,TM,PARASITE IMMUNOLOGY,[],BLACKWELL SCIENCE LTD,"[u'IMMUNOLOGY', u'PARASITOLOGY']","[u'IMMUNOLOGY', u'PARASITOLOGY']",[],,[]
WOS:A1983QG84000085,1983,Non-Antibody-Mediated Control Of Parasitemia In Acute Experimental Chagas-Disease,TRISCHMANN,TM,JOURNAL OF IMMUNOLOGY,[],AMER ASSOC IMMUNOLOGISTS,[u'IMMUNOLOGY'],[u'IMMUNOLOGY'],[],,[]
WOS:A1983QP27400035,1983,Natural And Acquired-Resistance To Trypanosoma-Cruzi,TRISCHMANN,TM,ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY,[],KLUWER ACADEMIC/PLENUM PUBLISHERS,[u'RESEARCH & EXPERIMENTAL MEDICINE'],"[u'MEDICINE, RESEARCH & EXPERIMENTAL']",[],,[]
WOS:A1982NN05400061,1982,Susceptibility Of Radiation Chimeras To Trypanosoma-Cruzi,TRISCHMANN,TM,INFECTION AND IMMUNITY,[],AMER SOC MICROBIOLOGY,"[u'IMMUNOLOGY', u'INFECTIOUS DISEASES']","[u'IMMUNOLOGY', u'INFECTIOUS DISEASES']",[],,[]
WOS:A1986D947300004,1986,Trypanosoma-Cruzi - Early Parasite Proliferation And Host-Resistance In Inbred Strains Of Mice,TRISCHMANN,TM,EXPERIMENTAL PARASITOLOGY,[],ACADEMIC PRESS INC JNL-COMP SUBSCRIPTIONS,[u'PARASITOLOGY'],[u'PARASITOLOGY'],[],,[]
